account_uuid|account_value
c24614f1-01ad3-4065-4f1bb-1b2fe10ba1|1850
c25fbb2b-4b94c-9f7e-51abb-8ba4171f02|2257
c29a1928-2ad13-9597-7101b-282bb7d91e|480
c2cbf04e-f3f71-f1af-8e98e-7881658c28|7454.47
c2cc5c72-f6e68-b270-61064-b8cce446a3|500
c2f132f4-2770a-5e52-bf70a-0925a8c742|518
c2f1ee0c-cfbb-4645-936d-364658b918d2|550
c31d61c9-faccd-91d9-b428d-31799955fb|0
c3232cba-8df3b-2f8f-c73bf-2a65a03313|3731
c35cf4a3-9c7f-477f-8125-7e7e9e77e6ab|844
c36f2735-b7969-e41d-f79f7-8da3388409|3023.08
c3969f53-706af-a2bf-a2d2c-88a1f258ea|500
c3a10608-5b702-6f65-cb95d-daf02116d2|1003.56
c41023e3-0aa4-4e07-89e8-3a2d88499996|850
c44f242f-5d086-7652-c6efc-724ca112af|975
c4866a70-71cc-4108-9cca-58da1ad4e46e|779
c5028c3d-c2d7-4180-ae27-e0727442b2de|1758
c51dd766-ca9b8-6aa3-39324-bddac17e32|1185.52
c56248f9-14001-c3df-7e460-af73d9ebe9|632
c5b6cae8-4e4d2-662a-eec9e-259c8f5ffd|0
c5c5559f-62e1a-646a-96ba4-5737275920|7311.3
c5ff690e-9f5b-4900-a7b5-48d453de7d1d|493
c600cb58-75e2-430c-b89e-51daf40d44cc|1701
c645af44-28a1-440e-af13-8d6fc2c5b3ea|1802
c6472a09-2b86-4a79-9e24-444c7dc6e3d5|9383
c66b726e-4ff5b-4ed5-05daf-ab7d91c007|2927
c68718e8-2151a-bffb-656f9-c16d4e3b84|756
c6880c50-4b1c8-84a9-5eab9-d5e41ca75d|8045.73
c6ad3af3-66697-55ea-97caf-2a2404e9de|1767
c6af13bd-7e2ed-ee11-9b40f-b448dc5da6|500
c6f160ff-115d-443c-9395-0d8df008ad80|552
c6f45487-49fa-4291-94f3-544be13cb9ca|929
c7371fa8-f6443-c092-10574-b0a189c06b|975
c74205b6-0f1f4-6227-2b2e1-ba5efea3dd|1975
c759105c-2a255-87c9-08195-f7d96ea30d|532
c7a7728c-cc8cd-a9a9-c1fe9-a05ca199b6|503.51
c7aa96ac-eeead-f0e8-fb7ae-ac63f90077|1186
c7cd2cd1-3727c-6e9b-eddc6-d15a3ff3a1|8198
c7ceffe6-71220-a174-9a35b-5fac939dbc|699
c7fed026-017e5-239a-8979d-66e1ca62bd|2695.1
c82ae7ea-f1696-cbb7-1c8fb-89042312b2|656.88
c847cd11-f190f-3dd6-d51f4-5787c9b532|975
c8757c52-0d0bb-1a67-fb320-0175643fe7|576
c8844d55-274d1-7b15-01c75-a43040c8eb|8211.42
c88bcd7b-b15a-4e00-a185-9155426b09a2|175
c8bb66c0-8eb31-6b61-49581-7bfba6247d|970
c8c12d03-e1a1-49cc-ae7b-baae7c8cc33a|5026.93
c8c28453-aa62-4b4a-b319-dff2e1f9e943|2196.19
c8cca740-2b24-491d-8daf-ad06727fbaea|12724
c9025b32-c7163-31ef-0fb24-728b75286f|375
c9120922-f902-433b-84fe-1bf7c2f8e536|500
c9528eeb-5b610-802e-4c03e-6205582a6f|208
c985cc4e-958a1-ea50-42dc5-48809f363e|910
c986896d-47962-f53d-d9b63-6e13bcb5d5|350
c9957127-8d41-4d58-8a43-292d0881faa5|1145
c9a57e02-5a6c5-04d5-0fb7b-0f9b16cfb3|1621
c9f97b58-a8ae-4f10-9272-6ad8200e36d3|401
c9fc89ce-7507c-06ce-ef018-8c5c33feee|1097
ca03a818-fd5d-4b4d-9d51-5e039cc3a7af|0
ca71a458-b229-4023-9b37-8ff2e663af3f|346
ca76f777-748d6-8b8e-c87db-6bc347c809|3936
cab04ccc-9a63-4ed3-9539-492494c41bb7|14934
cabc2834-0e85-4011-b7f8-e6c0de0966cc|1796.72
cabe43a8-94f9-415d-85f3-bbe1b2823831|999
cad47c85-da900-cbe4-aba48-34769a9cf3|650
cadb76f5-2f0ad-a78b-6c138-001288b999|3589
cb1c87c2-d7b6-4e9b-a197-8b80dc13d792|558
cb2c7291-76b1-435e-9c77-6755bf13b81c|1705
cb4d14a2-9e4bc-5cc6-a6422-4b865d573e|2138
cb606d1e-81a18-15cb-3e054-b7daabe7a8|750
cb91a114-369ea-12c8-ec90a-e79c5fa8f1|2272.55
cbb8f8bb-cc2e3-fe70-2fc07-9fccdde718|1426
cbb99ba2-44702-c5bd-c1a87-855b2e87c1|673.86
cbbd759e-e07d3-e203-ff0ff-bd002255f6|1892
cbc4e600-a6069-cf7b-fd28e-1561352a10|0
cbdbef12-e857-4607-a8ea-ff20cd775902|1325
cbf1ae74-a93c5-d444-38756-c46dde0b42|475
cbf23334-d205-4927-a0b9-97f6fac3b467|0
cc000664-5e2c7-010d-b7a1a-f3150de85e|2152.51
cc156ef1-f63dd-421b-6a157-0865a9f71f|0
cc1dc3f2-6fa0f-89b0-1c2d4-06dfa56f48|1145
cc3b0fd6-0bb8e-5c0c-d7a6d-1661fc8b9f|500
cc3c7b72-8896d-0954-f3f2c-b398950692|3636
cc61afb8-d3d64-e911-cb3e7-8c51ec0e7c|390
cc8b0bd3-1f5c3-5211-a7259-c38f3290d4|0
cca600fd-4788-448b-aefd-36eb191d3276|500
ccaa927a-ede3-4406-b434-2d2e649fd6ed|876.75
ccc0092f-99477-45cf-26c26-198a7d0396|912.45
ccd4258d-f00af-6a3e-1e81b-9406105073|474
ccf945cf-cfd5-4194-83ea-915b49e1c9fa|0
ccf94975-d1ca-44dc-bf1e-5be7ac599f42|2393.5
cd143f8a-f9bb-4340-af2a-d55e34d364a7|1915
cd164f06-1c63e-f76e-1196e-bbdddfc817|1099
cd339352-a9fcf-cf11-cf5b3-9d956614c6|500
cd4d0057-cdbf9-b1b6-6aa85-236a8a193e|671
cd5c1f1c-63d53-0a6b-3d2da-b68a1a09a9|400
cd7ef7d4-b83a1-af0b-b26cc-8fb34cef84|594
cda9e2d6-d7a51-b1e6-9b664-d1b90d298a|1011
cddbd957-fd63-4e37-bbeb-26d75d9bd1cf|1490
ce026211-730ad-8b6c-79445-d8df12cc86|2827
ce08d609-ad4da-4cfa-2af72-ea2eb8210b|521
ce30b14b-c8d39-ea02-d68ba-a8c43f6980|704
ce30cb7b-a6fd8-873c-d7872-ff23a9ac95|925
ce4d4906-9337c-b8b7-7bede-755b647776|4033.91
ce8675a2-e4fe-41c1-89cc-35d85b3285d4|1000
ce894272-6fa1e-6680-cd43f-7ec297c8a0|1394.95
ce9068d0-de09f-fbab-2f44e-a740e84905|1978
ce92e42b-5ca7d-2262-438e1-803aeda9ea|1125
ceed1fd2-63b8e-52a2-5a7ce-b96ad9dab9|850
cefe5d6d-5a382-b6d3-0851a-e15f401868|4028
cf027373-6e13-4642-a739-d01968159483|5904
cf2cd543-abb8-4300-9964-7b1ce2240555|2811
cf2f0bc8-078cc-c267-43d7a-5d65350a58|509
cf394ba5-2adbb-ee6f-8edab-70eb11e20b|1500
cf3dd09e-3990c-2fba-4f62f-e370b9eb83|475
cf502fd4-421f-40f4-ba8f-331d4a5f93c3|400
cf607ba0-eb8d-414c-ad1c-0bea4ea71169|858
cf7f9bec-fa6fe-c26d-2df8d-90e90268ad|932
cf80ef13-9a1bc-9d53-129c9-f96ba19527|925
cf83a3c3-98ee8-2bc7-8daef-ed8a5ae5a6|5370
cf8fa94c-1cf2-4940-a3ef-a1f9a78e874b|0
cfa4ce76-c1b12-7196-df2ed-7401aa0d61|3378.56
cfa8ead6-4c00-4654-93c4-af8c7ff77c8d|692
cfae5d11-b289f-dc3e-4a1fb-d8852d20db|350
cfe53ac5-f7d02-be4f-45726-91d5f79f19|1212
cfe7e40b-083f-4390-be09-30cd8721cf2c|723
d0031fff-74c9-4012-a9d0-f47a88ace9e1|1786
d076bd57-c5fd8-1b29-51450-4ef3397c12|1109
d0f4c472-a049-48ec-a4bd-86231bd67395|1431
d13166f6-13bff-e663-fa082-6ca40f3178|1662
d1ac4a3e-13c0-4982-997a-b14efe2b4153|324
d1ae78c4-35e73-4634-99abe-50ceab5279|4055
d1dc1ade-7cbb0-ce9a-c9871-9ef8f38d09|891
d210bb7f-cb1a-4466-b61d-a847b6c3501b|1000
d215c7c7-c3fad-fbf1-50a3e-d782a1157d|479.52
d25a0b0b-906d-43d3-9340-a6c655ed1aaf|4295
d26c4c85-84368-c349-eb2e9-d403aa6b59|2475.53
d27c1d64-d46a-4a01-b22c-1fe9a03eb1e4|348.08
d2af5f7d-b2158-fb09-e35b5-942bc1e38f|692
d2b1d7d0-7108a-0c7e-eb968-f57a5b0791|350
d2bec3cf-5379-485c-aa46-225c2de2ac97|596
d2c8961b-580c5-0c22-89fc7-a8c36bc2dd|1150
d2c8e142-cd5d-4f2c-a34a-528336250c43|0
d2cfa5c2-c87e2-4012-1bb1c-550d8552f2|500
d3334ac4-94991-3de1-e472c-5e9da9c52e|1657
d33dfefe-5e80-4fce-82cb-9bec78fe687c|916
d348de2b-3759f-7a39-ebaf0-a55888d599|350
d36ad974-54df6-50c8-5f186-41cec07adb|1962.71
d382d062-70141-e3b7-297cc-635709f191|4860.88
d384c816-9746-4c91-b98d-49aa99e0e68e|926.5
d38fff6c-acbd6-f7ab-bfc8d-84e5fae2cb|1514.96
d39d7e97-bf8f3-9b3e-5bc34-0fd0d72709|920
d3a39cef-bc4d-4092-98a5-3f7e85791ba9|582
d3b2c01d-216ee-87c8-ba1ec-8c31d510f0|500
d3f70285-9267f-2dcd-92c70-7962394c1f|475
d3fde65b-698f-4783-a47a-6ee2bc50d8b7|350
d3fffdc3-cd338-a6e0-2ce52-48af71c8db|1159
d4885efe-6cee0-0747-1bc1b-0e8ea75776|2450
d48fb05f-3482-459f-bc5a-21429f91e0a2|1517
d4a781ff-2254d-f44b-425f6-8a0541152d|676
d4fe0b9f-edb2-44e8-b5b6-2d3da49eb44e|505
d5083d5e-8d80c-ebc0-28650-63ba2e4beb|5043
d5573ea7-11e28-23a8-95fc8-b2debec514|6545
d564bd46-f2d32-3c5d-ba75f-479d100be3|2415
d56e9cf9-6b9de-4c02-5f594-cee7dcdaed|0
d57b1e50-c7217-f2bc-55a37-9a02741b55|976
d59c5736-bf04f-025a-90164-fc2beb75b5|483.22
d5de212d-b8f1f-e79d-5a369-40cc548ad5|603
d5e22563-0d2c8-f93d-574d0-ced9e36a8f|500
d60971b0-9fa43-ae4e-b1e23-ef1ad8ede1|0
d61f403f-2d514-d2f5-680fc-4886570548|865.3
d656f27f-eb342-6c2d-673a7-319cd3b669|505
d6585b26-cb6fd-029c-6e1b7-65edf2f42d|5797
d680534c-59827-8312-3d75c-1dca5108b8|0
d69a8065-10523-c5a8-3e196-5270c15629|500
d6a6846a-e860-4f12-890c-c43154804a8c|375
d6b0b276-b210e-d27b-262d7-d7a923e713|596
d6eb62a2-bc975-3d12-43c0b-d34add1c8f|2171
d71644f5-e0065-f6d8-f5464-bfe9c9d465|1172
d7295c4a-b96ff-d928-fdc33-032479d51a|500
d741b855-57ef-4ca0-8904-7732250a0b91|1864
d749121b-ae62-4781-a2e0-f34719337871|500
d755f6cf-ebcf-4415-8b70-acec46b64c33|6137
d777a9c5-47727-e23e-46cab-c402ace35e|39160.02
d7b84b9c-c3a35-b592-34a86-46e6e50a62|759
d7bf2595-e558a-ac56-73231-912494f2d2|0
d7c40ed3-68c18-fbe3-5773c-d3f52473dc|505
d7c5023e-28751-b36c-b2181-8dd14b0124|929
d7eb8e1c-7efa-4d0a-ab2a-31a883aa4fb0|300
d7ee8d68-a7668-e9eb-08919-960fa5ddbf|310
d7f148bf-aeb9d-c301-2c6bb-aa2346df1f|512
d7fc6d54-7af3-49c5-b4c4-96960673da8d|17913.63
d8669bb8-f535-4609-a5d8-ced0e346d6d0|1052.09
d88397f0-0b54-44d4-85db-f08f995cdfc3|2113.52
d8aed557-aa49-4e6c-8f1d-860fa56e633f|500
d8d7e0ef-eaf53-dc58-45c74-343281ed9d|18958
d9189038-9ceff-e68d-bd28d-28f1f0bc88|624
d92035c0-fab62-b65a-164a8-e0b1c66cb5|500
d924fdcb-05984-43bb-cfa27-61dcdbd96c|1125
d93f8d0a-868a-4298-864a-c992f081e47a|0
d9795c50-bb71d-4a6b-5d87f-f35c20f161|6381
d97cbec2-f35c3-e711-27c75-cf102cb05a|850
d9ae6340-09f6f-88a9-6bd09-f98571f633|0
d9b01aea-475e-442b-bd92-39cd0abaf4af|530
d9c13a2d-9597-49df-a66c-312460cad0e7|1788
d9cb32c7-e9024-9db8-47c47-209af50dda|0
d9d5b1e5-b9d0-4adb-b98f-25545814e6c7|495
d9fccd94-fb68d-1312-3fce8-813faf82e3|1067.4
da08476e-9ed5-4e1c-b737-18cffb25f556|995
da2404af-a0901-f0a6-bd6b4-d5babce3e1|1712
da287606-bd4ed-ecfc-b2580-a233233fbf|1404
da294351-1ccc-4d58-ae0a-1bef48cf7efe|0
da3e1ee7-3305e-1a0b-ce596-48cc428a0f|628
da431d42-6305-4f34-a864-c0b8db7cd736|4291
da87fb51-64060-020c-3b53a-094deb2c60|2123
dab59910-8d8d-4d0c-8388-e8795f231f5f|857
dac41cd1-8b20-4378-b816-0fa5eb004c97|5719.5
db02de60-706ae-4e64-a2d43-5ea0f6b733|4125
db3d1826-eff3d-58b7-260df-9c02435f6f|1212
db42f72f-79b91-7a0b-3d3fa-a301815bdd|12396
db793961-f721-40b9-9b3d-2bc67f1a3905|2789
db8640bc-765d1-a5f5-93769-ccedffab40|475
db93ca6f-e2c9-4810-afb5-208b51900f71|452
dba36771-8b85-4e76-b3ec-cfabd83612a4|532.17
dbb7ba4e-4604-4a2f-8983-e577aa694c86|612
dbc9e90d-74ca8-9bc1-a2eeb-e22b45ba82|524
dbe9823f-b2e5-445a-9ce2-e5fd42a190c1|1435
dbfdc13c-41d39-97d0-00be4-d61fb92cbe|2372
dc1aae1a-9ce3-4b06-a3d7-5515f3df545a|497.97
dc3170e2-67777-2abd-51107-6d6c11a768|7211.76
dc406c9a-1a95-4865-99b1-093b76caa672|1806.5
dcab3619-2e445-c003-90036-4a03554f86|5130
dcb295ae-e86c-4221-a240-6aaa52869550|1180
dcca36f2-4a8be-30f0-bcd4d-f7f51a2502|501
dce577da-0947-4f9c-92dc-1bfff16f1cfa|4506.25
dcf2911f-ae5fa-23b7-3d7d4-1f652c0875|3034
dd0cf1fa-3f74-4e6c-9377-23f1512523fa|1000
dd262e3b-04f8-4f9f-8d03-14b78c29d774|588
dd3b6d99-cdf44-c891-1483d-cabb9e3b6a|1246
dd48204e-4018a-c4e0-0d884-aafd979843|1994
dd6b49e5-e67b9-593c-24c9b-72952d3f5c|650
dd75329d-c07f9-4348-65827-2ec3f01349|1269.71
dda2cdec-f40a-4012-bc2c-2851493839fc|6749.86
ddbad4da-9857-4359-a2b6-0d4a3e8f81d5|1775
ddc8359e-c412d-865c-0ad53-fa467a3fa5|1168
dddeb885-5934-4f79-89f6-75fd5dd9e7ec|4477
ddef4550-5816-4ebf-8258-c8910a48009d|530
ddef99df-4d3dd-2268-88d99-81d1c9e1bc|5990
de0db5da-2b8fe-8533-35dc2-748d370c39|1524
de3c115e-44583-00b6-28c50-2be1a6d04a|2618
de4e864e-684e-458e-8cef-e6c6d20f03c8|614
de552f78-d693-4c57-a920-ff9dbccd44af|0
de95798b-f4912-9a59-dacc6-5cfd335f06|884
def97e76-9be7-429b-8bac-6f33674f3b4e|250
defb1a52-94d6b-293c-6a87f-e5c3bbbc10|6966
df49b70a-fd0f-4c71-a25d-c9f4178daf5c|506
df5176ac-a9570-3889-555b8-5859d8770f|500
df535f5a-1336d-70d7-be0dd-b1efa42b32|21275.76
df53b6cf-cf939-2a49-ad678-4e29d62cd6|500
df550100-716c5-fb26-89090-1df210edf7|21941.7
df761cf4-a8e7-42d2-9be4-83507feadb74|1772
df94fcff-ea92-4eb6-92e6-28e1fb201b3b|978
dfa9e463-53eb-46e9-ad7e-b28a3064cb03|371
dfc173b6-068f0-adc8-a518d-726860c064|500
dffafce9-7e363-63ba-f5531-0ce2502746|1011
e0309881-66e4-40d7-a486-cdfe653acaa8|875
e04d21e9-5323d-24d8-b84ac-028078f496|495
e06a0411-ae9e1-17aa-ac355-286b754fb9|2651
e0865528-3e8a-4a86-afe8-baaa02567336|530
e0b77f58-58d8c-3028-5e2c4-8e2c160e91|2641.76
e0ee5c8d-089dd-cb26-e5f6a-712a0e7850|500
e121190a-c4d09-f7e5-4af12-a69f454e3f|2498.57
e13f6f1e-f2ed-4d5e-8db7-66819e9fe3bc|1005
e1540fa0-5e7c9-71d4-88291-eb3ae64b6d|9423
e16e2677-aab9-45c7-bcdc-d11b5e4dc7fb|1099
e1addccb-a2de3-9fcd-f01bc-d9d2e25060|350
e1b78a1a-7f5e-4add-9aa9-d9159ba99940|32609.91
e1c37e5e-6de70-05ca-00c6f-c6d81e3f07|500
e1d01f34-2ec54-9266-18760-6f9a411a06|502
e1d47186-554cc-fdec-c1679-fafffac7da|678
e1d73820-8b8a4-4825-b356f-fe9f7e4f6a|790.5
e1e2dc70-b742-429c-8af9-632e21fadae4|299.84
e1fdc1f2-d849-4b31-a1e1-35194efbd3e2|551.45
e1fef5a6-74726-57cc-e6c0d-ecfef7c477|633
e218a818-1e87-41df-ae8a-e2514f0ea5d6|928
e23b4471-b7c6-4292-8068-45b329add421|591.1
e2509b78-8ef7-4729-9975-0a1ba6b21082|2309
e25e0394-d067f-a899-b7d84-6ee0ddc1fc|350
e2602717-9c60-4c53-b4c8-cde67fb8cce9|2378
e277ddd5-d192-4ac8-adb5-6b5bd4ca247d|505
e28d4cdd-a0114-f827-c1545-5e7eba48ca|1560
e295fe4b-51b9c-746b-bb6f2-1e29ca0134|544
e2c6d8d9-4a142-20ab-52190-3cc7072408|1310
e2f8dbed-76f2-4cf5-b361-c25e805e6753|2089
e31eb6e2-f529-4e31-8de2-0d714d6fb545|5551
e34b5634-2b8e4-9c68-09c0c-87c10bcb3d|6331.21
e35bb925-eb18e-f1b5-82500-9ea8f88ecd|1579.02
e36eadfa-b098d-b355-20731-6daca022c0|0
e388f53d-76b23-57dc-7a5ec-25d2e832d0|1182
e3dbc27b-feeb7-1fdf-3ce13-67f128a483|4357.6
e435de27-45173-41bc-627a3-cd416d591f|1565
e461eeb6-ebad5-fd7b-bf997-08ac41660b|2657
e469160e-d4f6-4528-8b25-34b2dd5023e9|930
e49736d2-50090-a6d9-a790a-2813f803a8|1640.72
e4ac7558-cc8f8-7d42-adbff-d70b3a4a44|8581
e4b14469-78a2-4eec-9497-69c82160917b|3573
e4d298ab-31b6-4993-a3df-86168ba7cf43|1185
e4d66fea-8ef9-44cd-bb56-5947dcae04d7|500
e4ff2e33-6ddc-4914-b2f0-53a7c3109766|773.72
e5293923-6812f-340c-8f75a-1eed9e74bc|1529
e580017a-0b0e-47a1-a3ba-35951db2f104|0
e5be398b-c0bc-4f94-a269-0850a782dd91|1909.74
e5e34197-77d2f-968d-74dcd-b8e13e1290|0
e5e8caff-da27-4ace-a09f-c51e34edef83|500
e60e46a3-0f30d-b84e-3d01f-f3e9ede1e0|0
e616cf33-01e26-e4a6-cb63d-79a6236f32|3202
e61810bb-aa1ef-1c5b-de749-d6f966b500|503
e6220bff-33e45-f51f-6c703-b8fd20fb29|550
e62a7816-c2327-6d71-58e38-5124cc6848|899.37
e64d089c-c02b3-7f8c-8fde3-a3d643ead2|628.75
e66e7b21-6f72-42dd-9387-bf5085502b8e|3208.89
e6cbaf09-3db4d-c7ad-6a915-43bfa70577|353
e6e78eea-6df95-3077-fecd8-407b8a093f|1053.5
e702e25d-3324-44b4-98f4-978bd10835da|0
e725f2fd-aa7bb-258e-2b8a2-f944ec457a|869
e73a088a-e8b63-49e9-31856-f7f2cc85d7|5799.66
e75df367-7e7b3-69db-c6ef2-3f74ea5db2|5073.5
e764b2bb-7a07-4b65-8ff9-7f94b747afc8|10062
e7a6d3b3-a9947-e8c1-57211-2d6563e147|0
e7e801b1-042e-464d-aaff-0c966f2cf12f|1200
e81697d4-49826-a24a-9790e-4f4d7f479a|550
e81c1abd-e9c9-48ed-9940-e14fa7b42c54|2256
e85f1788-d8a7c-a4cb-4543a-9808936de8|930
e87ba745-a9abd-f131-e05c7-041278e78c|350
e8a8c010-2a63-4fc4-ba40-159a15d4f23d|6768
e8ae907d-a5e8d-e9ab-425a7-5da152a8da|739
e8ba3609-bb31-4734-91f1-3c9b08ca81cd|690
e8cd4ba7-00119-a63d-5daeb-48121f2e08|1582
e8e723f5-ced8-4746-ac7e-4d71e5182e6b|4175
e900f840-0b39c-8ef4-bf305-235af315ac|3683
e91c57b8-bd37-4090-a5da-4ca252b82201|500
e9297b20-9dbf-4f0e-8641-fe3b61101d89|350
e9910a42-a5c4a-8d65-8de51-1aa4ed1c9c|4665
e993888f-cc58-4201-8379-eba272399478|15936
e9d179aa-4ed1f-6d63-2871e-0c28147cfb|350
e9d80217-04afa-a052-e1915-024c56331e|4557.5
e9eed03c-f9f5-432f-8b50-65c6204eee38|610
e9f5cee8-8c16-4cbc-965f-00cc6ea87328|2490
ea0c122b-d210-494a-9c72-fe56197674f7|500
ea3a1dd8-eed06-a9cd-c4502-713439ccb1|882
ea47e436-3b97-4c37-ba37-814d7023f349|1585.09
ea648f2b-2156d-2d54-a377a-c7fe2c4c50|528
ea664dba-4fb86-bd7c-a7632-2c0e8d20f1|500
eacf7e6f-d035-4079-b6e2-9ce7ab869c53|400
ead0c2d2-f7bf-4d72-92d1-a7e4604817dd|700
eae3845e-3a98-4816-ba58-bb789ed45e6c|2475
eaf9b496-dbd51-a5a0-d19d1-40380d427b|2430
eb3df31c-2575-4e6a-a7e7-48129582968d|545
eb495d2f-8b2b-489f-8e8c-e893e98de60a|2337
eb72b880-8db7-44e7-80f9-b34089360e10|775
eb794e5c-48139-b50e-24785-aedb446802|7788
eb860e37-417c-432f-8a5a-a3c899bffd07|1111
eb92ac22-9eda8-f425-fcc05-cfd18e51aa|1868
eb97d2ee-f68f7-d39a-f53de-be16c54a1e|1815
ebf2caaf-e1778-0008-f2653-a6ad04ec36|791
ebf38ae9-d4ca-4fcf-93ef-f047d4aebd79|2187
ebf8843e-ce9c9-994f-1f389-e3eca5f94c|1015
ebfde219-0d8fe-0f1f-b5052-f3bfe1860c|500
ec87e89d-401d-447a-a8e5-9fea6a30bfbf|13563
ecb297e0-387f3-a0d9-8aa69-5c9b78a45e|500
ecced144-7b0d-4e09-a70a-9984fe69de3e|524.5
ed382e55-6d46d-9468-17acf-f83d39d17f|475
ed3af580-d0c93-0f8e-4f474-fa1a229268|2882
ed59660c-72e6-4684-a5ff-4c60e6c386e7|5558.8
ed5b8838-18a1e-35ac-3b817-c0f3d168f6|1513.03
ed6a704f-d6cdb-7cbd-3e31c-08546f7df1|454
ed750f82-42c28-764b-67576-99aec8d97f|835
ed9fbe8a-193db-ea51-7767b-fd0baf6a4d|500
ee2b1486-f2e9c-b479-a9d7b-717c9033ff|1797
ee42000e-db2e-4572-8224-880ec32c3db1|2767
ee49f7ee-73a06-de83-b9f46-185bbca781|655
ee4a2600-a753-4254-ada6-ca1993593a35|665
ee6a6ee4-0e1a-4e0e-8518-f0721cb765bc|1929
ee9d8c9f-462a-4409-b98c-ae7d0b370fff|928.28
eece311d-ec72-4fd2-b073-2dab183a9659|1909
eee73e8b-25e59-d41e-086a2-c0ae191853|1544.37
eef42e88-151a-4499-8b50-49750ecdb89d|1906
ef2ad5d2-de8f6-ce4a-ac92c-bfa84b7ab4|1055
ef433542-f60cb-1eab-6e861-8ff001b8d0|500
ef99ee76-f30b-443a-b029-3cb2183e7a04|568.75
efbf4e7a-d671-4139-914d-eed4966e91d0|350
efe89004-3434f-d1c8-f1a4e-99267c91e3|508.03
eff72fe4-65282-7f54-db4cf-7feda27b51|704
efface4c-b9e98-e643-dc697-dce221b67f|2459
f00f9536-1c80-451d-878b-f1d9607bb637|4611
f01a99c3-956a1-ee7e-afe69-bcb43997be|1884
f0451f4f-cae0-4409-a930-76016c52b8bf|3552
f04c079a-8bb6-476f-bcfb-9c1c45ef7d6a|2893
f052b51d-0c1cd-2e48-e9908-4135162854|0
f05f2caa-36168-2721-20965-a55ea158f9|975
f069a91b-9551-4014-ac93-7702e3ed6589|546
f074fc5c-1cd9d-06ce-d99a0-aab0617c24|688
f0b98a85-78bc4-1bb2-7f008-2d6ecd374b|500
f0c4436b-77af7-27fc-73145-1b2c6e3394|390
f0e5f054-8765-489d-bfea-130dc3a24ef2|495
f0fc28bf-13454-cdc0-b6fc1-ca1adf6f58|1393
f12ffae7-af65d-860c-50f5b-93823ce1e1|1274
f13e32ba-66c80-d20a-e64e0-d9bfe6535f|500
f13f9a60-eb15e-d912-ac47e-bb5dd0aabd|757
f162b9ef-f820e-c526-9a64f-7a9e08524f|1129.73
f1637841-3c7ff-8892-0b3af-02eb19fabb|0
f1696553-2a9e-4689-be89-b1cc7fa762bd|1984.94
f1921be9-0d2d0-8495-371b0-2c1623b3f2|1500
f1960a68-fb82c-3614-129ed-e4a2911a75|1912
f1a98522-3b112-90d0-209fb-4f672fb396|5232
f1ac4ed6-13813-90fd-70ffc-7f28f5c05e|600
f1d87595-fee0e-4667-7d47f-118ffbffcf|6081.1
f1e0c7f2-cadcd-a9be-0b060-4078e0f219|850
f1f27e51-b7f8e-545b-3a2e9-bc7f2fe37b|1135
f1fc6e3b-3a7e9-ba40-10ebd-c1ae0ed2b6|5915
f2054181-66c14-0f46-20d82-057bb90c79|500
f20d3a89-f8617-683d-b999c-e953014f0d|23800
f2120213-2fe56-2f46-24602-8c0e9800c0|500
f2196480-00e2d-1703-04355-a3904d3f0c|500
f23c0956-54307-c8a7-79d3e-c9b3abc7d5|958
f24147ed-a1be5-e7f0-86747-f8d1b162fb|0
f248a820-8d23e-e0a2-ed0ec-07314611ed|1715
f24bf33a-d700-4672-a030-8e9d521eebdf|549
f272bb7b-160ce-181f-d0d8f-e0fab3bab7|1663
f2800136-c6d82-a9d5-e8cab-03b7acc900|8028
f29a7685-827f-4b49-8c62-b33e81a03c0f|970
f2b56c41-7dd96-6567-8780b-eec237b546|505
f2d65be7-a79e9-6cd8-d69a2-8df80b8459|975
f2da1407-7e738-d16f-fc16f-ba03f65537|1854
f2ef5640-dde8-4661-9d5b-96be16d3d525|871
f3004c9a-bf0b9-4f51-0fe38-e6272e33d7|593
f318532c-2884f-f290-333ce-3a6e6d7a18|4471
f3392700-22b2-4465-97fb-c80fa828d314|946
f339adc4-bc95-4022-bd06-b24b5a3c0a56|2279.5
f36371a0-0ebb-466e-86f0-fced6cced7eb|2327.89
f36f6af5-701c9-ca04-75e5b-e9c72215aa|1460
f3726a71-a2a50-3c0d-60541-165061511a|0
f3a1a70c-50121-53d1-148b8-9e5b0cf178|1005
f3a59392-81cc-4ce6-998d-0f65754ba3f9|671.39
f3bcc7b8-d6546-ccbf-bcabb-ed5395271c|1837.5
f3c27c4e-83a1a-1569-1dd1c-8592841322|7530
f3cb79af-bf15d-9bee-69c16-409dd4e5e9|1000
f3e05820-ccef-4b11-8af3-56268d869fb8|589
f3e1116c-b9321-070b-4021e-d52dd95ac9|1500
f3e84873-1bba-43ac-ae0b-13216931a83a|1184
f410cd91-72a9a-4936-b65ec-e4d5a67840|350
f420194c-e7c3-42aa-98e6-44ba5cd660b4|746
f43c6a1e-6c6f-4fa5-aeb6-e7a9307e14c8|1415
f478e55f-d508f-97f8-84641-ad17ca6e83|1572
f4eb2869-ba35-4334-a5d2-96a4ccacc566|0
f4f10acb-2e4a5-df4f-4fc3b-08780aff20|1687
f4fb9691-69f70-9974-76c39-761308f162|2963.24
f4ff4334-5849-4dd7-b781-249d01de83b6|15951
f5041666-66396-25e4-c8189-4fc8c8041b|822
